"Notes"	"MSA"	"MSA Code"	"Race"	"Race Code"	"Ethnicity"	"Ethnicity Code"	"Year"	"Year Code"	Count	Population	Crude Rate
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	"2011"	"2011"	325	240060	135.4
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	"2012"	"2012"	313	249758	125.3
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	"2013"	"2013"	342	259136	132.0
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	"2014"	"2014"	364	269180	135.2
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	"2015"	"2015"	366	279280	131.1
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	"2016"	"2016"	367	288389	127.3
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	"2017"	"2017"	397	296591	133.9
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"White"	"2106-3"	"Hispanic"	"2135-2"	"1999"	"1999"	113	125696	89.9
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"White"	"2106-3"	"Hispanic"	"2135-2"	"2000"	"2000"	130	135635	95.8
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"White"	"2106-3"	"Hispanic"	"2135-2"	"2001"	"2001"	137	145441	94.2
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"White"	"2106-3"	"Hispanic"	"2135-2"	"2002"	"2002"	130	156106	83.3
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"White"	"2106-3"	"Hispanic"	"2135-2"	"2003"	"2003"	139	167377	83.0
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"White"	"2106-3"	"Hispanic"	"2135-2"	"2004"	"2004"	170	179167	94.9
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"White"	"2106-3"	"Hispanic"	"2135-2"	"2005"	"2005"	185	192397	96.2
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"White"	"2106-3"	"Hispanic"	"2135-2"	"2006"	"2006"	191	207686	92.0
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"White"	"2106-3"	"Hispanic"	"2135-2"	"2007"	"2007"	177	223424	79.2
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"White"	"2106-3"	"Hispanic"	"2135-2"	"2008"	"2008"	185	240114	77.0
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"White"	"2106-3"	"Hispanic"	"2135-2"	"2009"	"2009"	202	257534	78.4
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"White"	"2106-3"	"Hispanic"	"2135-2"	"2010"	"2010"	236	276102	85.5
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"White"	"2106-3"	"Hispanic"	"2135-2"	"2011"	"2011"	233	294364	79.2
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"White"	"2106-3"	"Hispanic"	"2135-2"	"2012"	"2012"	270	313847	86.0
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"White"	"2106-3"	"Hispanic"	"2135-2"	"2013"	"2013"	286	334666	85.5
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"White"	"2106-3"	"Hispanic"	"2135-2"	"2014"	"2014"	274	356395	76.9
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"White"	"2106-3"	"Hispanic"	"2135-2"	"2015"	"2015"	292	379181	77.0
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"White"	"2106-3"	"Hispanic"	"2135-2"	"2016"	"2016"	286	401594	71.2
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"White"	"2106-3"	"Hispanic"	"2135-2"	"2017"	"2017"	352	422977	83.2
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	"1999"	"1999"	788	574834	137.1
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	"2000"	"2000"	864	590153	146.4
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	"2001"	"2001"	813	606259	134.1
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	"2002"	"2002"	846	624584	135.5
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	"2003"	"2003"	823	643401	127.9
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	"2004"	"2004"	823	662671	124.2
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	"2005"	"2005"	774	683242	113.3
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	"2006"	"2006"	761	706965	107.6
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	"2007"	"2007"	826	728752	113.3
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	"2008"	"2008"	771	751639	102.6
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	"2009"	"2009"	793	774098	102.4
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	"2010"	"2010"	803	794960	101.0
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	"2011"	"2011"	818	815323	100.3
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	"2012"	"2012"	823	835632	98.5
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	"2013"	"2013"	856	853407	100.3
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	"2014"	"2014"	803	870129	92.3
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	"2015"	"2015"	882	882788	99.9
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	"2016"	"2016"	823	889873	92.5
	"Houston-The Woodlands-Sugar Land, TX"	"26420"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	"2017"	"2017"	836	893630	93.6
	"San Antonio-New Braunfels, TX"	"41700"	"Black or African American"	"2054-5"	"Hispanic"	"2135-2"	"1999"	"1999"	Suppressed	619	Suppressed
	"San Antonio-New Braunfels, TX"	"41700"	"Black or African American"	"2054-5"	"Hispanic"	"2135-2"	"2000"	"2000"	0	683	0.0
	"San Antonio-New Braunfels, TX"	"41700"	"Black or African American"	"2054-5"	"Hispanic"	"2135-2"	"2001"	"2001"	0	761	0.0
	"San Antonio-New Braunfels, TX"	"41700"	"Black or African American"	"2054-5"	"Hispanic"	"2135-2"	"2002"	"2002"	0	830	0.0
	"San Antonio-New Braunfels, TX"	"41700"	"Black or African American"	"2054-5"	"Hispanic"	"2135-2"	"2003"	"2003"	0	903	0.0
	"San Antonio-New Braunfels, TX"	"41700"	"Black or African American"	"2054-5"	"Hispanic"	"2135-2"	"2004"	"2004"	Suppressed	1032	Suppressed
	"San Antonio-New Braunfels, TX"	"41700"	"Black or African American"	"2054-5"	"Hispanic"	"2135-2"	"2005"	"2005"	Suppressed	1140	Suppressed
	"San Antonio-New Braunfels, TX"	"41700"	"Black or African American"	"2054-5"	"Hispanic"	"2135-2"	"2006"	"2006"	0	1243	0.0
	"San Antonio-New Braunfels, TX"	"41700"	"Black or African American"	"2054-5"	"Hispanic"	"2135-2"	"2007"	"2007"	0	1376	0.0
	"San Antonio-New Braunfels, TX"	"41700"	"Black or African American"	"2054-5"	"Hispanic"	"2135-2"	"2008"	"2008"	0	1522	0.0
	"San Antonio-New Braunfels, TX"	"41700"	"Black or African American"	"2054-5"	"Hispanic"	"2135-2"	"2009"	"2009"	0	1692	0.0
	"San Antonio-New Braunfels, TX"	"41700"	"Black or African American"	"2054-5"	"Hispanic"	"2135-2"	"2010"	"2010"	0	1885	0.0
	"San Antonio-New Braunfels, TX"	"41700"	"Black or African American"	"2054-5"	"Hispanic"	"2135-2"	"2011"	"2011"	0	2056	0.0
	"San Antonio-New Braunfels, TX"	"41700"	"Black or African American"	"2054-5"	"Hispanic"	"2135-2"	"2012"	"2012"	0	2222	0.0
	"San Antonio-New Braunfels, TX"	"41700"	"Black or African American"	"2054-5"	"Hispanic"	"2135-2"	"2013"	"2013"	Suppressed	2387	Suppressed
	"San Antonio-New Braunfels, TX"	"41700"	"Black or African American"	"2054-5"	"Hispanic"	"2135-2"	"2014"	"2014"	Suppressed	2531	Suppressed
	"San Antonio-New Braunfels, TX"	"41700"	"Black or African American"	"2054-5"	"Hispanic"	"2135-2"	"2015"	"2015"	Suppressed	2731	Suppressed
	"San Antonio-New Braunfels, TX"	"41700"	"Black or African American"	"2054-5"	"Hispanic"	"2135-2"	"2016"	"2016"	Suppressed	2887	Suppressed
	"San Antonio-New Braunfels, TX"	"41700"	"Black or African American"	"2054-5"	"Hispanic"	"2135-2"	"2017"	"2017"	Suppressed	3026	Suppressed
	"San Antonio-New Braunfels, TX"	"41700"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	"1999"	"1999"	32	19162	167.0
	"San Antonio-New Braunfels, TX"	"41700"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	"2000"	"2000"	34	19810	171.6
	"San Antonio-New Braunfels, TX"	"41700"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	"2001"	"2001"	35	20637	169.6
	"San Antonio-New Braunfels, TX"	"41700"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	"2002"	"2002"	22	21495	102.3
	"San Antonio-New Braunfels, TX"	"41700"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	"2003"	"2003"	29	22386	129.5
	"San Antonio-New Braunfels, TX"	"41700"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	"2004"	"2004"	27	23398	115.4
	"San Antonio-New Braunfels, TX"	"41700"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	"2005"	"2005"	22	24676	89.2
	"San Antonio-New Braunfels, TX"	"41700"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	"2006"	"2006"	32	26664	120.0
	"San Antonio-New Braunfels, TX"	"41700"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	"2007"	"2007"	42	27993	150.0
	"San Antonio-New Braunfels, TX"	"41700"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	"2008"	"2008"	38	29352	129.5
	"San Antonio-New Braunfels, TX"	"41700"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	"2009"	"2009"	41	30882	132.8
	"San Antonio-New Braunfels, TX"	"41700"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	"2010"	"2010"	43	32475	132.4
	"San Antonio-New Braunfels, TX"	"41700"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	"2011"	"2011"	37	34049	108.7
	"San Antonio-New Braunfels, TX"	"41700"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	"2012"	"2012"	51	35592	143.3
	"San Antonio-New Braunfels, TX"	"41700"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	"2013"	"2013"	44	36915	119.2
	"San Antonio-New Braunfels, TX"	"41700"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	"2014"	"2014"	40	38348	104.3
	"San Antonio-New Braunfels, TX"	"41700"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	"2015"	"2015"	38	39825	95.4
	"San Antonio-New Braunfels, TX"	"41700"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	"2016"	"2016"	38	41275	92.1
	"San Antonio-New Braunfels, TX"	"41700"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	"2017"	"2017"	39	42516	91.7
	"San Antonio-New Braunfels, TX"	"41700"	"White"	"2106-3"	"Hispanic"	"2135-2"	"1999"	"1999"	156	138630	112.5
	"San Antonio-New Braunfels, TX"	"41700"	"White"	"2106-3"	"Hispanic"	"2135-2"	"2000"	"2000"	192	145608	131.9
	"San Antonio-New Braunfels, TX"	"41700"	"White"	"2106-3"	"Hispanic"	"2135-2"	"2001"	"2001"	164	151549	108.2
	"San Antonio-New Braunfels, TX"	"41700"	"White"	"2106-3"	"Hispanic"	"2135-2"	"2002"	"2002"	190	158121	120.2
	"San Antonio-New Braunfels, TX"	"41700"	"White"	"2106-3"	"Hispanic"	"2135-2"	"2003"	"2003"	190	165111	115.1
	"San Antonio-New Braunfels, TX"	"41700"	"White"	"2106-3"	"Hispanic"	"2135-2"	"2004"	"2004"	211	172468	122.3
	"San Antonio-New Braunfels, TX"	"41700"	"White"	"2106-3"	"Hispanic"	"2135-2"	"2005"	"2005"	197	180023	109.4
	"San Antonio-New Braunfels, TX"	"41700"	"White"	"2106-3"	"Hispanic"	"2135-2"	"2006"	"2006"	229	189180	121.0
	"San Antonio-New Braunfels, TX"	"41700"	"White"	"2106-3"	"Hispanic"	"2135-2"	"2007"	"2007"	231	198369	116.4
	"San Antonio-New Braunfels, TX"	"41700"	"White"	"2106-3"	"Hispanic"	"2135-2"	"2008"	"2008"	227	208031	109.1
	"San Antonio-New Braunfels, TX"	"41700"	"White"	"2106-3"	"Hispanic"	"2135-2"	"2009"	"2009"	228	217437	104.9
	"San Antonio-New Braunfels, TX"	"41700"	"White"	"2106-3"	"Hispanic"	"2135-2"	"2010"	"2010"	216	227753	94.8
	"San Antonio-New Braunfels, TX"	"41700"	"White"	"2106-3"	"Hispanic"	"2135-2"	"2011"	"2011"	226	236936	95.4
	"San Antonio-New Braunfels, TX"	"41700"	"White"	"2106-3"	"Hispanic"	"2135-2"	"2012"	"2012"	267	245990	108.5
	"San Antonio-New Braunfels, TX"	"41700"	"White"	"2106-3"	"Hispanic"	"2135-2"	"2013"	"2013"	293	255332	114.8
	"San Antonio-New Braunfels, TX"	"41700"	"White"	"2106-3"	"Hispanic"	"2135-2"	"2014"	"2014"	269	264863	101.6
	"San Antonio-New Braunfels, TX"	"41700"	"White"	"2106-3"	"Hispanic"	"2135-2"	"2015"	"2015"	301	274397	109.7
	"San Antonio-New Braunfels, TX"	"41700"	"White"	"2106-3"	"Hispanic"	"2135-2"	"2016"	"2016"	300	283422	105.8
	"San Antonio-New Braunfels, TX"	"41700"	"White"	"2106-3"	"Hispanic"	"2135-2"	"2017"	"2017"	322	291903	110.3
	"San Antonio-New Braunfels, TX"	"41700"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	"1999"	"1999"	279	200702	139.0
	"San Antonio-New Braunfels, TX"	"41700"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	"2000"	"2000"	285	204368	139.5
	"San Antonio-New Braunfels, TX"	"41700"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	"2001"	"2001"	261	208529	125.2
	"San Antonio-New Braunfels, TX"	"41700"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	"2002"	"2002"	250	213062	117.3
	"San Antonio-New Braunfels, TX"	"41700"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	"2003"	"2003"	296	218248	135.6
	"San Antonio-New Braunfels, TX"	"41700"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	"2004"	"2004"	277	224396	123.4
	"San Antonio-New Braunfels, TX"	"41700"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	"2005"	"2005"	269	231171	116.4
	"San Antonio-New Braunfels, TX"	"41700"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	"2006"	"2006"	279	239865	116.3
	"San Antonio-New Braunfels, TX"	"41700"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	"2007"	"2007"	263	247736	106.2
	"San Antonio-New Braunfels, TX"	"41700"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	"2008"	"2008"	286	255397	112.0
	"San Antonio-New Braunfels, TX"	"41700"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	"2009"	"2009"	244	262597	92.9
	"San Antonio-New Braunfels, TX"	"41700"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	"2010"	"2010"	241	269490	89.4
	"San Antonio-New Braunfels, TX"	"41700"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	"2011"	"2011"	257	275677	93.2
	"San Antonio-New Braunfels, TX"	"41700"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	"2012"	"2012"	256	281220	91.0
	"San Antonio-New Braunfels, TX"	"41700"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	"2013"	"2013"	261	286691	91.0
	"San Antonio-New Braunfels, TX"	"41700"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	"2014"	"2014"	258	292212	88.3
	"San Antonio-New Braunfels, TX"	"41700"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	"2015"	"2015"	279	296736	94.0
	"San Antonio-New Braunfels, TX"	"41700"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	"2016"	"2016"	275	300613	91.5
	"San Antonio-New Braunfels, TX"	"41700"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	"2017"	"2017"	281	304021	92.4
"---"
"Dataset: United States and Puerto Rico Cancer Statistics, 1999-2017 Incidence"
"Query Parameters:"
"Age Groups: 50-54 years; 55-59 years; 60-64 years ; 65-69 years; 70-74 years; 75-79 years"
"Cancer Sites: Colon and Rectum"
"Ethnicity: Hispanic; Non-Hispanic"
"MSA: Austin-Round Rock, TX (12420); Dallas-Fort Worth-Arlington, TX (19100); Houston-The Woodlands-Sugar Land, TX (26420); San"
"Antonio-New Braunfels, TX (41700)"
"Race: Black or African American; White"
"Group By: MSA; Race; Ethnicity; Year"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Standard Population: 2000 U.S. Std. Million"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/cancer-v2017.html for more information."
"---"
"Query Date: Nov 9, 2020 2:59:24 PM"
"---"
"Suggested Citation: United States Cancer Statistics - Incidence: 1999 - 2017, WONDER Online Database. United States Department"
"of Health and Human Services, Centers for Disease Control and Prevention and National Cancer Institute; 2020. Accessed at"
"http://wonder.cdc.gov/cancer-v2017.html on Nov 9, 2020 2:59:24 PM"
"---"
Caveats:
"1. 'Suppressed' is displayed for data values when they must not be provided in order to protect personal privacy. Data is"
"suppressed if fewer than 16 cases are reported in any one line of the results table. Data for the ""Asian / Pacific Islander"""
"and ""American Indian or Alaska Native"" race categories are suppressed at the Metropolitan Statistical Area level for"
"populations less than 50,000 persons. Data are suppressed at the state and Metropolitan Statistical Area level for certain race"
"and ethnicity groups: 1) ""American Indian or Alaska Native"" race data are suppressed at the state and MSA level for Delaware,"
"Illinois, Kansas, Kentucky, New Jersey, and New York; 2) ""Asian or Pacific Islander"" race data are suppressed at the state and"
"MSA level for Delaware, Illinois, Kansas, and Kentucky; 3) ""Hispanic"" ethnicity data are supressed at the state and MSA level"
"for Delaware, and Kentucky. 4) All combinations of race by ethnicity are supressed at the state and MSA level for Delaware,"
"Kansas, Kentucky, Pennsylvania, and Massachusetts. More information:"
"http://wonder.cdc.gov/wonder/help/cancer-v2017.html#Confidentiality."
"2. Data are from selected statewide and metropolitan area cancer registries that meet data quality criteria. Incidence data"
"shown for the United States are diagnoses and populations from included registries only."
"3. Information on primary site, behavior, and histology was coded according to the International Classification of Diseases for"
"Oncology, Third Edition (ICD-O-3) and categorized according to the revised SEER recodes dated January 27, 2003, which define"
"standard groupings of primary cancer sites."
"4. For the 2005 year, the Census Bureau estimates that 203,937 persons were displaced from Alabama, Louisiana, Mississippi and"
"Texas due to Hurricanes Katrina and Rita. CDC WONDER does not include the displaced persons in the 2005 population counts for"
"these states, nor are these counts included in the summary populations for the affected division, regions or national"
"population. However, the USCS web site does include these displaced persons in the national population figures for 2005."
